,X_AWARE,Y_AWARE,Z_AWARE,time_AWARE
0,16.006399154663086,-21.606199264526367,-31.7810001373291,1669601071384.0
1,24.997798919677734,-19.275999069213867,-31.012399673461914,1669601071545.0
2,27.901399612426758,-18.81239891052246,-29.52400016784668,1669601071705.0
3,28.999399185180664,-18.653799057006836,-28.682199478149414,1669601071867.0
4,26.327598571777344,-19.080799102783203,-28.560199737548828,1669601072038.0
5,24.009599685668945,-19.422399520874023,-30.378000259399414,1669601072239.0
6,26.559398651123047,-18.714799880981445,-29.035999298095703,1669601072439.0
7,31.890798568725586,-14.530200004577637,-27.584199905395508,1669601072639.0
8,36.75859832763672,-10.784799575805664,-22.704198837280273,1669601072839.0
9,39.357200622558594,-9.540399551391602,-19.739599227905273,1669601072873.0
10,39.296199798583984,-10.382200241088867,-18.287799835205078,1669601073032.0
11,30.13399887084961,-13.981199264526367,-24.814800262451172,1669601073192.0
12,30.79279899597168,-15.506199836730957,-28.51140022277832,1669601073353.0
13,22.43579864501953,-10.028399467468262,-36.44139862060547,1669601073513.0
14,17.690000534057617,-3.086599826812744,-40.52840042114258,1669601073673.0
15,18.263399124145508,-7.881199836730957,-39.44260025024414,1669601073833.0
16,21.630599975585938,-12.468400001525879,-36.74639892578125,1669601073993.0
17,20.80099868774414,-17.043399810791016,-36.75859832763672,1669601074152.0
18,22.8627986907959,-18.775798797607422,-33.58660125732422,1669601074313.0
19,23.48499870300293,-20.50819969177246,-31.79319953918457,1669601074472.0
20,22.362600326538086,-21.8257999420166,-31.585800170898438,1669601074632.0
21,24.375598907470703,-22.447999954223633,-29.81679916381836,1669601074792.0
22,28.682199478149414,-22.374799728393555,-26.4862003326416,1669601074952.0
23,27.925800323486328,-22.423599243164062,-26.266599655151367,1669601075112.0
24,29.951000213623047,-22.326000213623047,-24.314599990844727,1669601075273.0
25,33.818397521972656,-22.21619987487793,-24.887998580932617,1669601075434.0
26,34.318599700927734,-22.49679946899414,-23.741199493408203,1669601075592.0
27,35.06279754638672,-21.569599151611328,-25.571199417114258,1669601075754.0
28,33.13520050048828,-21.362199783325195,-27.84039878845215,1669601075914.0
29,30.51219940185547,-20.471599578857422,-30.15839958190918,1669601076073.0
30,30.13399887084961,-18.129199981689453,-32.19580078125,1669601076234.0
31,30.207199096679688,-17.21419906616211,-32.293399810791016,1669601076393.0
32,28.047800064086914,-17.506999969482422,-33.07419967651367,1669601076552.0
33,29.292200088500977,-18.94659996032715,-32.37879943847656,1669601076713.0
34,31.561399459838867,-19.117399215698242,-30.841598510742188,1669601076873.0
35,33.0620002746582,-20.300800323486328,-28.42599868774414,1669601077034.0
36,28.352800369262695,-21.20359992980957,-30.47559928894043,1669601077192.0
37,19.837200164794922,-22.582199096679688,-33.13520050048828,1669601077352.0
38,16.86039924621582,-23.13119888305664,-34.64799880981445,1669601077512.0
39,20.386199951171875,-22.8627986907959,-33.318199157714844,1669601077672.0
40,26.705799102783203,-21.642799377441406,-31.536998748779297,1669601077832.0
41,29.76799964904785,-20.788799285888672,-29.987600326538086,1669601077992.0
42,30.7195987701416,-21.252399444580078,-29.40199851989746,1669601078152.0
43,30.609800338745117,-21.569599151611328,-29.035999298095703,1669601078313.0
44,30.378000259399414,-22.094200134277344,-29.060400009155273,1669601078473.0
45,29.87779998779297,-21.679399490356445,-29.097000122070312,1669601078632.0
46,30.53660011291504,-21.777000427246094,-28.852998733520508,1669601078793.0
47,29.694799423217773,-22.008800506591797,-29.023799896240234,1669601078952.0
48,30.09739875793457,-22.057600021362305,-29.011598587036133,1669601079113.0
49,30.7195987701416,-22.15519905090332,-28.621198654174805,1669601079272.0
50,30.46339988708496,-22.643199920654297,-28.18199920654297,1669601079432.0
51,30.609800338745117,-22.484600067138672,-28.47480010986328,1669601079592.0
52,29.597198486328125,-22.996999740600586,-29.377599716186523,1669601079752.0
53,29.694799423217773,-22.728599548339844,-29.072599411010742,1669601079912.0
54,31.061199188232422,-22.17959976196289,-28.352800369262695,1669601080072.0
55,32.79359817504883,-21.472000122070312,-27.47439956665039,1669601080269.0
56,30.609800338745117,-22.338199615478516,-28.230798721313477,1669601080469.0
57,30.255998611450195,-22.789600372314453,-28.81639862060547,1669601080669.0
58,30.609800338745117,-22.057600021362305,-28.80419921875,1669601080868.0
59,28.755399703979492,-23.070199966430664,-28.316200256347656,1669601081069.0
60,29.4385986328125,-23.0945987701416,-28.682199478149414,1669601081269.0
61,28.42599868774414,-22.875,-29.682600021362305,1669601081468.0
62,28.670000076293945,-22.801799774169922,-28.706600189208984,1669601081668.0
63,30.426799774169922,-22.606599807739258,-29.2189998626709,1669601081869.0
64,28.80419921875,-23.16779899597168,-28.852998733520508,1669601082068.0
65,29.14579963684082,-23.22879981994629,-28.621198654174805,1669601082269.0
66,9.27199935913086,-15.518399238586426,-41.21159744262695,1669601089865.0
67,27.16939926147461,-10.748199462890625,-33.34259796142578,1669601090026.0
68,28.584598541259766,-10.357799530029297,-32.51300048828125,1669601090186.0
69,29.14579963684082,-10.516399383544922,-32.049400329589844,1669601090346.0
70,29.938798904418945,-10.93120002746582,-31.695598602294922,1669601090506.0
71,29.4385986328125,-11.504599571228027,-31.744400024414062,1669601090690.0
72,31.744400024414062,-11.638799667358398,-31.7810001373291,1669601090888.0
73,33.501197814941406,-11.504599571228027,-32.02499771118164,1669601091089.0
74,33.928199768066406,-11.138599395751953,-31.890798568725586,1669601091289.0
75,33.08639907836914,-10.845799446105957,-32.69599914550781,1669601091489.0
76,32.305599212646484,-11.1141996383667,-32.72039794921875,1669601091689.0
77,33.196197509765625,-10.845799446105957,-31.80539894104004,1669601091889.0
78,36.81959915161133,-8.210599899291992,-30.378000259399414,1669601092089.0
79,36.209598541259766,-7.783599853515625,-30.268199920654297,1669601092289.0
80,34.635799407958984,-8.039799690246582,-31.47599983215332,1669601092489.0
81,34.379600524902344,-8.869400024414062,-31.500398635864258,1669601092689.0
82,34.562599182128906,-8.515600204467773,-31.41499900817871,1669601092889.0
83,35.636199951171875,-8.186200141906738,-30.41459846496582,1669601093089.0
84,34.7333984375,-8.698599815368652,-33.293800354003906,1669601093289.0
85,34.586997985839844,-8.552199363708496,-31.15880012512207,1669601093489.0
86,36.599998474121094,-8.234999656677246,-31.17099952697754,1669601093689.0
87,35.636199951171875,-8.588799476623535,-31.256399154663086,1669601093889.0
88,35.22140121459961,-8.625399589538574,-30.80500030517578,1669601094089.0
89,35.77040100097656,-8.332599639892578,-30.365798950195312,1669601094289.0
90,36.148597717285156,-8.137399673461914,-31.10999870300293,1669601094489.0
91,37.94199752807617,-7.600599765777588,-29.926599502563477,1669601094690.0
92,35.953399658203125,-7.94219970703125,-30.304800033569336,1669601094889.0
93,33.318199157714844,-8.698599815368652,-31.45159912109375,1669601095089.0
94,35.40439987182617,-8.46679973602295,-31.03679847717285,1669601095290.0
95,35.86800003051758,-7.990999698638916,-30.621999740600586,1669601095490.0
96,34.79439926147461,-7.893399715423584,-31.41499900817871,1669601095689.0
97,36.270599365234375,-7.661599636077881,-30.17059898376465,1669601095891.0
98,36.6609992980957,-7.527400016784668,-30.865999221801758,1669601096089.0
